,stock,mktcap
1342,9077.HK,0
1343,9078.HK,0
1344,9091.HK,0
1345,9096.HK,0
1346,9101.HK,0
1347,9115.HK,0
1348,9169.HK,0
1349,9170.HK,0
1350,9173.HK,0
1351,9181.HK,0
1352,9618.HK,1114102300672
1353,9633.HK,0
1354,9666.HK,0
1355,9668.HK,0
1356,9804.HK,0
1357,9805.HK,0
1358,9806.HK,0
1359,9807.HK,0
1360,9826.HK,0
1361,9834.HK,0
1362,9836.HK,0
1363,9845.HK,0
1364,9908.HK,0
1365,9909.HK,0
1366,9911.HK,0
1367,9913.HK,0
1368,9923.HK,0
1369,9926.HK,0
1370,9928.HK,0
1371,9929.HK,0
1372,9958.HK,0
1373,9963.HK,0
1374,9966.HK,0
1375,9968.HK,0
1376,9983.HK,0
1377,9986.HK,0
1378,9987.HK,0
1379,9988.HK,6103918182400
1380,9995.HK,0
1381,9996.HK,0
1382,9997.HK,0
1383,9998.HK,0
1384,0005.HK,700891463680
1385,0006.HK,86650953728
1386,0007.HK,0
1387,0008.HK,0
1388,0014.HK,0
1389,0016.HK,301102202880
1390,0017.HK,96483434496
1391,0018.HK,0
1392,0024.HK,0
1393,0025.HK,0
1394,0026.HK,0
1395,0027.HK,242321539072
1396,0032.HK,0
1397,0033.HK,0
1398,0034.HK,0
1399,0035.HK,0
1400,0040.HK,0
1401,0041.HK,0
1402,0042.HK,0
1403,0043.HK,0
1404,0050.HK,0
1405,0051.HK,0
1406,0052.HK,0
1407,0053.HK,0
1408,0059.HK,0
1409,0060.HK,0
1410,0061.HK,0
1411,0062.HK,0
1412,0067.HK,0
1413,0068.HK,0
1414,0069.HK,0
1415,0070.HK,0
1416,0076.HK,0
1417,0077.HK,0
1418,0078.HK,0
1419,0079.HK,0
1420,0084.HK,0
1421,0085.HK,0
1422,0086.HK,0
1423,0087.HK,0
1424,0092.HK,0
1425,0093.HK,0
1426,0094.HK,0
1427,0095.HK,0
1428,0100.HK,0
1429,0101.HK,0
1430,0102.HK,0
1431,0103.HK,0
1432,0108.HK,0
1433,0109.HK,0
1434,0110.HK,0
1435,0111.HK,0
1436,0116.HK,0
1437,0117.HK,0
1438,0118.HK,0
1439,0119.HK,0
1440,0125.HK,0
1441,0126.HK,0
1442,0127.HK,0
1443,0128.HK,0
1444,0133.HK,0
1445,0135.HK,0
1446,0136.HK,0
1447,0137.HK,0
1448,0143.HK,0
1449,0144.HK,32216227840
1450,0145.HK,0
1451,0146.HK,0
1452,0151.HK,0
1453,0152.HK,0
1454,0153.HK,0
1455,0154.HK,0
1456,0159.HK,0
1457,0160.HK,0
1458,0162.HK,0
1459,0163.HK,0
1460,0168.HK,107400380416
1461,0169.HK,0
1462,0171.HK,0
1463,0172.HK,0
1464,0177.HK,0
1465,0178.HK,0
1466,0179.HK,0
1467,0180.HK,0
1468,0185.HK,0
1469,0186.HK,0
1470,0187.HK,0
1471,0188.HK,0
1472,0194.HK,0
1473,0195.HK,0
1474,0196.HK,0
1475,0197.HK,0
1476,0202.HK,0
1477,0204.HK,0
1478,0205.HK,0
1479,0206.HK,0
1480,0211.HK,0
1481,0212.HK,0
1482,0213.HK,0
1483,0214.HK,0
1484,0219.HK,0
1485,0220.HK,0
1486,0222.HK,0
1487,0223.HK,0
1488,0228.HK,0
1489,0229.HK,0
1490,0230.HK,0
1491,0231.HK,0
1492,0237.HK,0
1493,0238.HK,0
1494,0239.HK,0
1495,0240.HK,0
1496,0245.HK,0
1497,0247.HK,0
1498,0248.HK,0
1499,0250.HK,0
1500,0255.HK,0
1501,0256.HK,0
1502,0257.HK,0
1503,0258.HK,0
1504,0263.HK,0
1505,0264.HK,0
1506,0265.HK,0
1507,0266.HK,0
1508,0271.HK,0
1509,0272.HK,0
1510,0273.HK,0
1511,0274.HK,0
1512,0279.HK,0
1513,0280.HK,0
1514,0281.HK,0
1515,0282.HK,0
1516,0289.HK,0
1517,0290.HK,0
1518,0291.HK,0
1519,0292.HK,0
1520,0297.HK,0
1521,0298.HK,0
1522,0299.HK,0
1523,0301.HK,0
1524,0307.HK,0
1525,0308.HK,0
1526,0309.HK,0
1527,0310.HK,0
1528,0316.HK,0
1529,0317.HK,0
1530,0318.HK,0
1531,0320.HK,0
1532,0327.HK,0
1533,0328.HK,0
1534,0329.HK,0
1535,0330.HK,0
1536,0335.HK,0
1537,0336.HK,0
1538,0337.HK,0
1539,0338.HK,33749504000
1540,0343.HK,0
1541,0345.HK,0
1542,0346.HK,0
1543,0347.HK,29864624128
1544,0354.HK,0
1545,0355.HK,0
1546,0356.HK,0
1547,0357.HK,0
1548,0362.HK,0
1549,0363.HK,0
1550,0364.HK,0
1551,0365.HK,0
1552,0370.HK,0
1553,0371.HK,0
1554,0372.HK,0
1555,0373.HK,0
1556,0378.HK,0
1557,0379.HK,0
1558,0380.HK,0
1559,0381.HK,0
1560,0386.HK,527731294208
1561,0387.HK,0
1562,0388.HK,483047047168
1563,0389.HK,0
1564,0395.HK,0
1565,0396.HK,0
1566,0397.HK,0
1567,0398.HK,0
1568,0405.HK,0
1569,0406.HK,0
1570,0408.HK,0
1571,0410.HK,0
1572,0417.HK,0
1573,0418.HK,0
1574,0419.HK,0
1575,0420.HK,0
1576,0428.HK,0
1577,0430.HK,0
1578,0431.HK,0
1579,0432.HK,0
1580,0438.HK,0
1581,0439.HK,0
1582,0440.HK,0
1583,0442.HK,0
1584,0451.HK,0
1585,0455.HK,0
1586,0456.HK,0
1587,0458.HK,0
1588,0465.HK,0
1589,0467.HK,0
1590,0468.HK,0
1591,0471.HK,0
1592,0479.HK,0
1593,0480.HK,0
1594,0482.HK,0
1595,0483.HK,0
1596,0488.HK,0
1597,0489.HK,65482514432
1598,0491.HK,0
1599,0493.HK,0
1600,0499.HK,0
1601,0500.HK,0
1602,0503.HK,0
1603,0505.HK,0
1604,0511.HK,0
1605,0512.HK,0
1606,0513.HK,0
1607,0515.HK,0
1608,0521.HK,0
1609,0522.HK,0
1610,0524.HK,0
1611,0525.HK,0
1612,0530.HK,0
1613,0531.HK,0
1614,0532.HK,0
1615,0533.HK,0
1616,0540.HK,0
1617,0542.HK,0
1618,0543.HK,0
1619,0544.HK,0
1620,0551.HK,23118661632
1621,0552.HK,0
1622,0553.HK,0
1623,0554.HK,0
1624,0559.HK,0
1625,0560.HK,0
1626,0563.HK,0
1627,0564.HK,0
1628,0571.HK,0
1629,0572.HK,0
1630,0573.HK,0
1631,0574.HK,0
1632,0579.HK,0
1633,0580.HK,0
1634,0581.HK,0
1635,0582.HK,0
1636,0588.HK,0
1637,0589.HK,0
1638,0590.HK,0
1639,0591.HK,0
1640,0598.HK,0
1641,0599.HK,0
1642,0600.HK,0
1643,0601.HK,0
1644,0607.HK,0
1645,0608.HK,0
1646,0609.HK,0
1647,0610.HK,0
1648,0617.HK,0
1649,0618.HK,0
1650,0619.HK,0
1651,0620.HK,0
1652,0626.HK,0
1653,0627.HK,0
1654,0628.HK,0
1655,0629.HK,0
1656,0635.HK,0
1657,0636.HK,0
1658,0637.HK,0
1659,0638.HK,0
1660,0645.HK,0
1661,0646.HK,0
1662,0648.HK,0
1663,0650.HK,0
1664,0657.HK,0
1665,0658.HK,0
1666,0659.HK,0
1667,0660.HK,0
1668,0666.HK,0
1669,0667.HK,0
1670,0668.HK,0
1671,0669.HK,207049900032
1672,0675.HK,0
1673,0676.HK,0
1674,0677.HK,0
1675,0678.HK,0
1676,0683.HK,0
1677,0684.HK,0
1678,0685.HK,0
1679,0686.HK,0
1680,0691.HK,0
1681,0693.HK,0
1682,0694.HK,0
1683,0695.HK,0
1684,0700.HK,5888188350464
1685,0701.HK,0
1686,0702.HK,0
1687,0703.HK,0
1688,0709.HK,0
1689,0710.HK,0
1690,0711.HK,0
1691,0712.HK,0
1692,0718.HK,0
1693,0719.HK,0
1694,0720.HK,0
1695,0721.HK,0
1696,0726.HK,0
1697,0727.HK,0
1698,0728.HK,207186935808
1699,0729.HK,0
1700,0736.HK,0
1701,0737.HK,0
1702,0738.HK,0
1703,0743.HK,0
1704,0751.HK,0
1705,0752.HK,0
1706,0753.HK,103424450560
1707,0754.HK,0
1708,0759.HK,0
1709,0760.HK,0
1710,0762.HK,160807927808
1711,0763.HK,176638345216
1712,0768.HK,0
1713,0769.HK,0
1714,0770.HK,0
1715,0771.HK,0
1716,0778.HK,0
1717,0780.HK,0
1718,0784.HK,0
1719,0787.HK,0
1720,0798.HK,0
1721,0799.HK,0
1722,0800.HK,0
1723,0802.HK,0
1724,0808.HK,0
1725,0809.HK,0
1726,0810.HK,0
1727,0811.HK,0
1728,0817.HK,0
1729,0818.HK,0
1730,0819.HK,0
1731,0820.HK,0
1732,0826.HK,0
1733,0827.HK,0
1734,0828.HK,0
1735,0829.HK,0
1736,0834.HK,0
1737,0836.HK,39541821440
1738,0837.HK,0
1739,0838.HK,0
1740,0844.HK,0
1741,0845.HK,0
1742,0846.HK,0
1743,0848.HK,0
1744,0854.HK,0
1745,0855.HK,0
1746,0856.HK,0
1747,0857.HK,833356693504
1748,0862.HK,0
1749,0863.HK,0
1750,0864.HK,0
1751,0865.HK,0
1752,0871.HK,0
1753,0872.HK,0
1754,0873.HK,0
1755,0874.HK,0
1756,0881.HK,0
1757,0882.HK,0
1758,0883.HK,336913498112
1759,0884.HK,0
1760,0889.HK,0
1761,0891.HK,0
1762,0893.HK,0
1763,0894.HK,0
1764,0899.HK,0
1765,0900.HK,0
1766,0901.HK,0
1767,0902.HK,0
1768,0908.HK,0
1769,0909.HK,0
1770,0910.HK,0
1771,0911.HK,0
1772,0916.HK,0
1773,0918.HK,0
1774,0919.HK,0
1775,0921.HK,0
1776,0926.HK,0
1777,0927.HK,0
1778,0928.HK,0
1779,0929.HK,0
1780,0936.HK,0
1781,0938.HK,0
1782,0939.HK,1475382607872
1783,0941.HK,0
1784,0950.HK,0
1785,0951.HK,0
1786,0952.HK,0
1787,0953.HK,0
1788,0966.HK,44997132288
1789,0967.HK,0
1790,0968.HK,0
1791,0969.HK,0
1792,0976.HK,0
1793,0978.HK,0
1794,0979.HK,0
1795,0980.HK,0
1796,0985.HK,0
1797,0986.HK,0
1798,0987.HK,0
1799,0988.HK,0
1800,0993.HK,0
1801,0994.HK,0
1802,0995.HK,0
1803,0996.HK,0
1804,1001.HK,0
1805,1002.HK,0
1806,1003.HK,0
1807,1004.HK,0
1808,1009.HK,0
1809,1010.HK,0
1810,1011.HK,0
1811,1013.HK,0
1812,1025.HK,0
1813,1026.HK,0
1814,1027.HK,0
1815,1028.HK,0
1816,1034.HK,0
1817,1036.HK,0
1818,1037.HK,0
1819,1038.HK,101123448832
1820,1045.HK,0
1821,1046.HK,0
1822,1047.HK,0
1823,1049.HK,0
1824,1055.HK,93122576384
1825,1057.HK,0
1826,1058.HK,0
1827,1059.HK,0
1828,1064.HK,0
1829,1065.HK,0
1830,1066.HK,0
1831,1068.HK,0
1832,1073.HK,0
1833,1075.HK,0
1834,1076.HK,0
1835,1079.HK,0
1836,1085.HK,0
1837,1086.HK,0
1838,1087.HK,0
1839,1088.HK,383210815488
1840,1094.HK,0
1841,1096.HK,0
1842,1097.HK,0
1843,1098.HK,0
1844,1103.HK,0
1845,1104.HK,0
1846,1105.HK,0
1847,1106.HK,0
1848,1111.HK,0
1849,1112.HK,0
1850,1113.HK,141457227776
1851,1114.HK,39554916352
1852,1119.HK,0
1853,1120.HK,0
1854,1121.HK,0
1855,1122.HK,0
1856,1127.HK,0
1857,1128.HK,61015011328
1858,1129.HK,0
1859,1130.HK,0
1860,1137.HK,0
1861,1138.HK,0
1862,1139.HK,0
1863,1140.HK,0
1864,1146.HK,0
1865,1147.HK,0
1866,1148.HK,0
1867,1150.HK,0
1868,1158.HK,0
1869,1159.HK,0
1870,1160.HK,0
1871,1161.HK,0
1872,1166.HK,0
1873,1168.HK,0
1874,1169.HK,101766905856
1875,1170.HK,0
1876,1176.HK,0
1877,1177.HK,0
1878,1178.HK,0
1879,1179.HK,0
1880,1184.HK,0
1881,1185.HK,0
1882,1186.HK,122954842112
1883,1188.HK,0
1884,1193.HK,82494464000
1885,1194.HK,0
1886,1195.HK,0
1887,1196.HK,0
1888,1202.HK,0
1889,1203.HK,0
1890,1205.HK,0
1891,1206.HK,0
1892,1212.HK,0
1893,1213.HK,0
1894,1215.HK,0
1895,1216.HK,0
1896,1221.HK,0
1897,1222.HK,0
1898,1223.HK,0
1899,1224.HK,0
1900,1230.HK,0
1901,1231.HK,0
1902,1232.HK,0
1903,1233.HK,0
1904,1239.HK,0
1905,1240.HK,0
1906,1241.HK,0
1907,1243.HK,0
1908,1249.HK,0
1909,1250.HK,0
1910,1251.HK,0
1911,1252.HK,0
1912,1259.HK,0
1913,1260.HK,0
1914,1262.HK,0
1915,1263.HK,0
1916,1270.HK,0
1917,1271.HK,0
1918,1272.HK,0
1919,1273.HK,0
1920,1281.HK,0
1921,1282.HK,0
1922,1283.HK,0
1923,1285.HK,0
1924,1292.HK,0
1925,1293.HK,0
1926,1296.HK,0
1927,1297.HK,0
1928,1302.HK,0
1929,1303.HK,0
1930,1305.HK,0
1931,1308.HK,0
1932,1315.HK,0
1933,1316.HK,0
1934,1317.HK,0
1935,1319.HK,0
1936,1328.HK,0
1937,1329.HK,0
1938,1330.HK,0
1939,1332.HK,0
1940,1338.HK,0
1941,1339.HK,291853631488
1942,1340.HK,0
1943,1341.HK,0
1944,1348.HK,0
1945,1349.HK,0
1946,1351.HK,0
1947,1353.HK,0
1948,1360.HK,0
1949,1361.HK,0
1950,1362.HK,0
1951,1363.HK,0
1952,1369.HK,0
1953,1370.HK,0
1954,1371.HK,0
1955,1372.HK,0
1956,1380.HK,0
1957,1381.HK,0
1958,1382.HK,0
1959,1383.HK,0
1960,1389.HK,0
1961,1393.HK,0
1962,1395.HK,0
1963,1396.HK,0
1964,1401.HK,0
1965,1402.HK,0
1966,1408.HK,0
1967,1410.HK,0
1968,1418.HK,0
1969,1419.HK,0
1970,1420.HK,0
1971,1421.HK,0
1972,1429.HK,0
1973,1430.HK,0
1974,1431.HK,0
1975,1432.HK,0
1976,1446.HK,0
1977,1447.HK,0
1978,1448.HK,0
1979,1449.HK,0
1980,1456.HK,0
1981,1458.HK,0
1982,1459.HK,0
1983,1460.HK,0
1984,1468.HK,0
1985,1469.HK,0
1986,1470.HK,0
1987,1472.HK,0
1988,1480.HK,0
1989,1483.HK,0
1990,1486.HK,0
1991,1488.HK,0
1992,1499.HK,0
1993,1500.HK,0
1994,1501.HK,0
1995,1502.HK,0
1996,1515.HK,0
1997,1518.HK,0
1998,1520.HK,0
1999,1521.HK,0
2000,1527.HK,0
2001,1528.HK,0
2002,1529.HK,0
2003,1530.HK,0
2004,1539.HK,0
2005,1540.HK,0
2006,1542.HK,0
2007,1543.HK,0
2008,1549.HK,0
2009,1551.HK,0
2010,1552.HK,0
2011,1553.HK,0
2012,1559.HK,0
2013,1560.HK,0
2014,1561.HK,0
2015,1563.HK,0
2016,1570.HK,0
2017,1571.HK,0
2018,1572.HK,0
2019,1573.HK,0
2020,1579.HK,0
2021,1580.HK,0
2022,1581.HK,0
2023,1582.HK,0
2024,1588.HK,0
2025,1589.HK,0
2026,1591.HK,0
2027,1592.HK,0
2028,1599.HK,0
2029,1600.HK,0
2030,1601.HK,0
2031,1606.HK,0
2032,1612.HK,0
2033,1613.HK,0
2034,1615.HK,0
2035,1616.HK,0
2036,1622.HK,0
2037,1623.HK,0
2038,1626.HK,0
2039,1627.HK,0
2040,1632.HK,0
2041,1633.HK,0
2042,1635.HK,0
2043,1636.HK,0
2044,1645.HK,0
2045,1647.HK,0
2046,1649.HK,0
2047,1650.HK,0
2048,1656.HK,0
2049,1657.HK,0
2050,1658.HK,0
2051,1659.HK,0
2052,1665.HK,0
2053,1666.HK,0
2054,1667.HK,0
2055,1668.HK,0
2056,1675.HK,0
2057,1676.HK,0
2058,1678.HK,0
2059,1679.HK,0
2060,1685.HK,0
2061,1686.HK,0
2062,1689.HK,0
2063,1690.HK,0
2064,1696.HK,0
2065,1697.HK,0
2066,1699.HK,0
2067,1701.HK,0
2068,1707.HK,0
2069,1708.HK,0
2070,1709.HK,0
2071,1710.HK,0
2072,1716.HK,0
2073,1717.HK,0
2074,1718.HK,0
2075,1719.HK,0
2076,1725.HK,0
2077,1726.HK,0
2078,1727.HK,0
2079,1728.HK,0
2080,1733.HK,0
2081,1735.HK,0
2082,1736.HK,0
2083,1737.HK,0
2084,1742.HK,0
2085,1743.HK,0
2086,1745.HK,0
2087,1746.HK,0
2088,1751.HK,0
2089,1752.HK,0
2090,1753.HK,0
2091,1755.HK,0
2092,1760.HK,0
2093,1761.HK,0
2094,1762.HK,0
2095,1763.HK,0
2096,1771.HK,0
2097,1772.HK,0
2098,1773.HK,0
2099,1775.HK,0
2100,1781.HK,0
2101,1782.HK,0
2102,1783.HK,0
2103,1785.HK,0
2104,1790.HK,0
2105,1792.HK,0
2106,1793.HK,0
2107,1795.HK,0
2108,1800.HK,121824002048
2109,1801.HK,0
2110,1802.HK,0
2111,1803.HK,0
2112,1811.HK,0
2113,1812.HK,0
2114,1813.HK,0
2115,1815.HK,0
2116,1821.HK,0
2117,1822.HK,0
2118,1823.HK,0
2119,1825.HK,0
2120,1831.HK,0
2121,1832.HK,0
2122,1833.HK,0
2123,1835.HK,0
2124,1841.HK,0
2125,1842.HK,0
2126,1843.HK,0
2127,1845.HK,0
2128,1850.HK,0
2129,1851.HK,0
2130,1853.HK,0
2131,1854.HK,0
2132,1860.HK,0
2133,1861.HK,0
2134,1862.HK,0
2135,1863.HK,0
2136,1869.HK,0
2137,1870.HK,0
2138,1871.HK,0
2139,1872.HK,0
2140,1878.HK,0
2141,1881.HK,0
2142,1882.HK,0
2143,1883.HK,0
2144,1889.HK,0
2145,1890.HK,0
2146,1891.HK,0
2147,1894.HK,0
2148,1899.HK,0
2149,1900.HK,0
2150,1901.HK,0
2151,1902.HK,0
2152,1908.HK,0
2153,1909.HK,0
2154,1910.HK,0
2155,1911.HK,0
2156,1917.HK,0
2157,1918.HK,0
2158,1919.HK,99690430464
2159,1920.HK,0
2160,1929.HK,0
2161,1930.HK,0
2162,1931.HK,0
2163,1932.HK,0
2164,1938.HK,0
2165,1939.HK,0
2166,1940.HK,0
2167,1941.HK,0
2168,1951.HK,0
2169,1952.HK,0
2170,1953.HK,0
2171,1955.HK,0
2172,1961.HK,0
2173,1962.HK,0
2174,1963.HK,0
2175,1966.HK,0
2176,1971.HK,0
2177,1972.HK,0
2178,1975.HK,0
2179,1977.HK,0
2180,1982.HK,0
2181,1983.HK,0
2182,1985.HK,0
2183,1986.HK,0
2184,1991.HK,0
2185,1992.HK,0
2186,1993.HK,0
2187,1995.HK,0
2188,2000.HK,0
2189,2001.HK,0
2190,2002.HK,0
2191,2003.HK,0
2192,2009.HK,0
2193,2010.HK,0
2194,2011.HK,0
2195,2012.HK,0
2196,2018.HK,53053149184
2197,2019.HK,0
2198,2020.HK,273256120320
2199,2022.HK,0
2200,2031.HK,0
2201,2033.HK,0
2202,2038.HK,0
2203,2039.HK,53301911552
2204,2066.HK,0
2205,2068.HK,0
2206,2078.HK,0
2207,2080.HK,0
2208,2098.HK,0
2209,2099.HK,0
2210,2100.HK,0
2211,2101.HK,0
2212,2111.HK,0
2213,2112.HK,0
2214,2113.HK,0
2215,2115.HK,0
2216,2122.HK,0
2217,2123.HK,0
2218,2126.HK,0
2219,2128.HK,0
2220,2138.HK,0
2221,2139.HK,0
2222,2163.HK,0
2223,2166.HK,0
2224,2181.HK,0
2225,2182.HK,0
2226,2183.HK,0
2227,2186.HK,0
2228,2198.HK,0
2229,2199.HK,0
2230,2202.HK,385373306880
2231,2203.HK,0
2232,2218.HK,0
2233,2221.HK,0
2234,2222.HK,0
2235,2223.HK,0
2236,2230.HK,0
2237,2231.HK,0
2238,2232.HK,0
2239,2233.HK,0
2240,2258.HK,0
2241,2262.HK,0
2242,2263.HK,0
2243,2266.HK,0
2244,2280.HK,0
2245,2281.HK,0
2246,2282.HK,38456000512
2247,2283.HK,0
2248,2293.HK,0
2249,2296.HK,0
2250,2298.HK,0
2251,2299.HK,0
2252,2308.HK,0
2253,2309.HK,0
2254,2310.HK,0
2255,2312.HK,0
2256,2319.HK,158528241664
2257,2320.HK,0
2258,2322.HK,0
2259,2323.HK,0
2260,2329.HK,0
2261,2330.HK,0
2262,2331.HK,0
2263,2333.HK,242891194368
2264,2340.HK,0
2265,2341.HK,0
2266,2342.HK,0
2267,2343.HK,0
2268,2355.HK,0
2269,2356.HK,0
2270,2357.HK,0
2271,2358.HK,0
2272,2366.HK,0
2273,2368.HK,0
2274,2369.HK,0
2275,2371.HK,0
2276,2381.HK,0
2277,2382.HK,0
2278,2383.HK,0
2279,2386.HK,0
2280,2399.HK,0
2281,2400.HK,0
2282,2448.HK,0
2283,2488.HK,0
2284,2588.HK,0
2285,2599.HK,0
2286,2600.HK,54339289088
2287,2601.HK,327570587648
2288,2616.HK,0
2289,2623.HK,0
2290,2628.HK,1138444075008
2291,2633.HK,0
2292,2666.HK,0
2293,2668.HK,0
2294,2669.HK,0
2295,2678.HK,0
2296,2688.HK,0
2297,2689.HK,0
2298,2696.HK,0
2299,2698.HK,0
2300,2722.HK,0
2301,2727.HK,78565089280
2302,2728.HK,0
2303,2738.HK,0
2304,2779.HK,0
2305,2788.HK,0
2306,2789.HK,0
2307,2798.HK,0
2308,2803.HK,0
2309,2804.HK,0
2310,2805.HK,0
2311,2806.HK,0
2312,2812.HK,0
2313,2813.HK,0
2314,2819.HK,0
2315,2820.HK,0
2316,2825.HK,0
2317,2826.HK,0
2318,2827.HK,0
2319,2828.HK,0
2320,2838.HK,0
2321,2840.HK,0
2322,2843.HK,0
2323,2845.HK,0
2324,2866.HK,0
2325,2868.HK,0
2326,2869.HK,0
2327,2877.HK,0
2328,2885.HK,0
2329,2886.HK,0
2330,2888.HK,116356571136
2331,2892.HK,0
2332,2954.HK,0
2333,2955.HK,0
2334,2956.HK,0
2335,2957.HK,0
2336,3010.HK,0
2337,3011.HK,0
2338,3012.HK,0
2339,3015.HK,0
2340,3023.HK,0
2341,3024.HK,0
2342,3027.HK,0
2343,3031.HK,0
2344,3043.HK,0
2345,3047.HK,0
2346,3048.HK,0
2347,3049.HK,0
2348,3070.HK,0
2349,3072.HK,0
2350,3073.HK,0
2351,3074.HK,0
2352,3082.HK,0
2353,3085.HK,0
2354,3086.HK,0
2355,3087.HK,0
2356,3095.HK,0
2357,3096.HK,0
2358,3097.HK,0
2359,3099.HK,0
2360,3118.HK,0
2361,3121.HK,0
2362,3122.HK,0
2363,3126.HK,0
2364,3141.HK,0
2365,3143.HK,0
2366,3145.HK,0
2367,3147.HK,0
2368,3165.HK,0
2369,3166.HK,0
2370,3167.HK,0
2371,3169.HK,0
2372,3182.HK,0
2373,3186.HK,0
2374,3187.HK,0
2375,3188.HK,0
2376,3199.HK,0
2377,3300.HK,0
2378,3301.HK,0
2379,3302.HK,0
2380,3311.HK,0
2381,3313.HK,0
2382,3315.HK,0
2383,3316.HK,0
2384,3322.HK,0
2385,3323.HK,0
2386,3326.HK,0
2387,3328.HK,351710707712
2388,3333.HK,219431206912
2389,3335.HK,0
2390,3336.HK,0
2391,3337.HK,0
2392,3358.HK,0
2393,3360.HK,0
2394,3363.HK,0
2395,3366.HK,0
2396,3380.HK,0
2397,3382.HK,0
2398,3383.HK,0
2399,3389.HK,0
2400,3398.HK,0
2401,3399.HK,0
2402,3600.HK,0
2403,3601.HK,0
2404,3616.HK,0
2405,3618.HK,54018437120
2406,3623.HK,0
2407,3626.HK,0
2408,3639.HK,0
2409,3662.HK,0
2410,3663.HK,0
2411,3666.HK,0
2412,3681.HK,0
2413,3683.HK,0
2414,3686.HK,0
2415,3688.HK,0
2416,3699.HK,0
2417,3700.HK,0
2418,3708.HK,0
2419,3709.HK,0
2420,3759.HK,0
2421,3768.HK,0
2422,3773.HK,0
2423,3778.HK,0
2424,3800.HK,0
2425,3808.HK,0
2426,3813.HK,0
2427,3816.HK,0
2428,3833.HK,0
2429,3836.HK,0
2430,3838.HK,0
2431,3839.HK,0
2432,3869.HK,0
2433,3877.HK,0
2434,3878.HK,0
2435,3882.HK,0
2436,3893.HK,0
2437,3898.HK,0
2438,3899.HK,0
2439,3900.HK,0
2440,3919.HK,0
2441,3928.HK,0
2442,3933.HK,0
2443,3938.HK,0
2444,3968.HK,1230565277696
2445,3969.HK,0
2446,3978.HK,0
2447,3983.HK,0
2448,3992.HK,0
2449,3993.HK,0
2450,3996.HK,0
2451,3997.HK,0
2452,4335.HK,1442342240256
2453,4336.HK,0
2454,4337.HK,0
2455,4338.HK,13115708145664
2456,4609.HK,0
2457,4610.HK,0
2458,4611.HK,0
2459,4612.HK,0
2460,4617.HK,0
2461,4618.HK,0
2462,4619.HK,0
2463,4620.HK,0
2464,6049.HK,0
2465,6055.HK,0
2466,6058.HK,0
2467,6060.HK,0
2468,6078.HK,0
2469,6080.HK,0
2470,6083.HK,0
2471,6088.HK,0
2472,6100.HK,0
2473,6108.HK,0
2474,6110.HK,0
2475,6111.HK,0
2476,6119.HK,0
2477,6122.HK,0
2478,6123.HK,0
2479,6128.HK,0
2480,6160.HK,0
2481,6161.HK,0
2482,6162.HK,0
2483,6163.HK,0
2484,6182.HK,0
2485,6183.HK,0
2486,6185.HK,0
2487,6186.HK,0
2488,6196.HK,0
2489,6198.HK,0
2490,6199.HK,0
2491,6288.HK,0
2492,6811.HK,0
2493,6812.HK,0
2494,6816.HK,0
2495,6818.HK,231526580224
2496,6826.HK,0
2497,6828.HK,0
2498,6829.HK,0
2499,6830.HK,0
2500,6839.HK,0
2501,6855.HK,0
2502,6858.HK,0
2503,6860.HK,0
2504,6869.HK,0
2505,6877.HK,0
2506,6878.HK,0
2507,6880.HK,0
2508,6888.HK,0
2509,6889.HK,0
2510,6890.HK,0
2511,6893.HK,0
2512,6908.HK,0
2513,6918.HK,0
2514,6919.HK,0
2515,6928.HK,0
2516,6969.HK,0
2517,6978.HK,0
2518,6988.HK,0
2519,6989.HK,0
2520,7228.HK,0
2521,7230.HK,0
2522,7231.HK,0
2523,7233.HK,0
2524,7288.HK,0
2525,7299.HK,0
2526,7300.HK,0
2527,7302.HK,0
2528,7331.HK,0
2529,7333.HK,0
2530,7336.HK,0
2531,7362.HK,0
2532,7588.HK,0
2533,8001.HK,0
2534,8003.HK,0
2535,8005.HK,0
2536,8013.HK,0
2537,8017.HK,0
2538,8018.HK,0
2539,8019.HK,0
2540,8025.HK,0
2541,8026.HK,0
2542,8027.HK,0
2543,8028.HK,0
2544,8033.HK,0
2545,8035.HK,0
2546,8036.HK,0
2547,8037.HK,0
2548,8043.HK,0
2549,8045.HK,0
2550,8047.HK,0
2551,8048.HK,0
2552,8053.HK,0
2553,8055.HK,0
2554,8056.HK,0
2555,8057.HK,0
2556,8065.HK,0
2557,8066.HK,0
2558,8067.HK,0
2559,8069.HK,0
2560,8075.HK,0
2561,8076.HK,0
2562,8078.HK,0
2563,8079.HK,0
2564,8086.HK,0
2565,8087.HK,0
2566,8088.HK,0
2567,8089.HK,0
2568,8095.HK,0
2569,8096.HK,0
2570,8098.HK,0
2571,8100.HK,0
2572,8108.HK,0
2573,8109.HK,0
2574,8111.HK,0
2575,8112.HK,0
2576,8118.HK,0
2577,8119.HK,0
2578,8120.HK,0
2579,8121.HK,0
2580,8130.HK,0
2581,8131.HK,0
2582,8132.HK,0
2583,8133.HK,0
2584,8140.HK,0
2585,8143.HK,0
2586,8146.HK,0
2587,8147.HK,0
2588,8152.HK,0
2589,8153.HK,0
2590,8155.HK,0
2591,8156.HK,0
2592,8162.HK,0
2593,8163.HK,0
2594,8165.HK,0
2595,8166.HK,0
2596,8171.HK,0
